"index","associated_dis","associated_dis2","country_name","dis_subtype","dis_type","disaster_no","end_date","insur_dam","iso","location","start_date","total_affected","total_dam","total_deaths"
267,"--","--","Philippines","Tropical cyclone","Storm","2008-0623","29/09/2008","0","PHL","Nueva Ecija, Pampanga, Candaba","29/09/2008","27683","0","1"
268,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2009-0165","10/05/2009","0","PHL","Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando city (La Union province); Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos city, Dagupan city (Pangasinan province); Ambaguio, Bagabag, Bambang, Bayombong, Dupax del Sur, Solano, Sta Fe (Nueva Vizcaya province); Aurora, Cabaruan, Cordon, Delfin Albano, Ilagan, Luna, Quirino, Ramon, Reina Mercedes, Cauayan city, Santiago city (Isabela province); Cabarroguis, Saguiday (Quirino province), Rizal (Cagayan province); Sta Cruz, Olongapo city (Zambales province); Guagua (Pampanga province); Kiangan, Asipulo, Lamut, Lagawe, Hingyon, Hungduan, Tinoc, Aguinaldo, Alfonso Lista (Ifugao province); Pinukpuk, Lubuagan (Kalinga province); Baguio city (Benguet province)","07/05/2009","401007","30342","77"
269,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0174","05/05/2009","0","PHL","Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon, Masbate provinces","29/04/2009","383465","25810","29"
270,"--","--","Philippines","Convective storm","Storm","2009-0193","15/05/2009","0","PHL","Brgy Damatog (North Kabuntalan, Maguindanao)","15/05/2009","100","5","0"
271,"Slide (land, mud, sn","Surge","Philippines","Tropical cyclone","Storm","2009-0239","26/07/2009","0","PHL","Metro Manila (NCR), Pampanga (Region III), Batangas, Cavite, Quezon (Region IV-A), Romblon, Oriental Mindoro, Occidental Mindoro, Marinduque (Region IV-B), Albay, Camarines Sur, Masbate (Region V), Antique (Region VI), Cebu (Region VII), Leyte, Biliran, Western, Eastern and Northern Samar (Region VIII)","23/07/2009","110405","4281","16"
272,"--","--","Philippines","Tropical cyclone","Storm","2009-0265","18/07/2009","0","PHL","Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion (Ilocos Norte municipality, Region I); Naic, Kawit, Noveleta, Bacoor, Cavite city (Cabite municipality), San Mateo, Rodriguez (Rizal municipality) (Region IV-A); Passig, Las Pinas, Marikina, Quezon, Taguig cities (Metro Manila muncipality, NCR Region)","18/07/2009","248058","0","5"
273,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2009-0321","08/08/2009","0","PHL","Bagio city, Benguet, Capas, Tarlac, Bautista, Pangasingan, Botolan, Zambales, Mandaluyong city (Central and Northern Luzon)","04/08/2009","94229","25000","26"
274,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2009-0360","08/09/2009","0","PHL","Botolan (Zamables); Pilar, Morong, Hermosa, Dinalupihan (Bataan) - Region III; Sibalom (Antique); San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran (Negros Occidental) - Region VI; Bayawan city (Negros Oriental) - Region VII","02/09/2009","95700","0","1"
275,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0373","09/09/2009","0","PHL","Botolan, Iba, San Antonio, San Felipe, San Marcelino (Zambales); Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal (Battan); Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas (Pampanga); Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel (Bulacan) - Region III; Calamba city (Calamba) - Region IV","08/09/2009","388373","6303","15"
276,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0374","13/09/2009","0","PHL","Santa Teresita (Cagayan) - Region II; Silang (Cavite); Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro (Laguna) - Region IV; Pasil (Kalinga) - CAR","12/09/2009","48333","0","3"
277,"Flood","--","Philippines","Tropical cyclone","Storm","2009-0414","27/09/2009","0","PHL","Bolinao, Sual, Dagupan city (Pangasinan, Region I); Rizal, Cabarroguis (Quirino, Region II); Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay cities (NCR, Region II); Balanga city, Orani, Mariveles, Hermosa (Bataan, Region III); Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel (Bulacan, Region III); Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita (Pampanga, Region III); Licab (Nueva Ecija, Region III); Calaca, Nasugbu, Lemery, Balayan, Bauan, Laurel, Tanauan city, Talisay (Batangas, Region IV-A); Pengil, Alaminos, Paete, Los Banos, Cabuyao, Bay, Lumban, Pila, Pakil, Victoria, Calamba city, Sta.Cruz (Laguna, Region IV-A); Tanay, Taytay, Angono, Morong, Rodriguez, San Mateo, Antipolo city, Teresa (Rizal, Region IV-A); GMA, Ge,.Trias, Carmona, Noveleta, Rosario, Tanza, Imus, Silang Bulihan, Maragondon, Ternate, Naic, Bacoor, Dasmarinas, Cavite city (Cavite, Region IV-A); Infanta (Quezon, Region IV-A); Magsaysay, San Jose (OCC Mindoro, Region IV-B); Naga city, Sangay, Pasacao (Camarines Sur, Region V); San Pascuan (Masbate, Region V), Pioduran (Albay, Region V); Pilar (Sorgoson, Region V); Zamboanga city (Zamboanga Del Sur, Region IX); Kalamasig (Sultan Kudarat, Region XII); Kabugao (Apayo, CAR); Kabayan (Benguet, CAR)","24/09/2009","4901763","237489","501"
278,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2009-0422","10/10/2009","0","PHL","NCR; La Union, Pangasinan, Ilocos Norte, Ilocos Sur, (Region I); Isabela, Nueva Vizcaya, Cayagan (Region II); Aurora, Bulacan, Pampanga, Zambales, Nueva Ecija, Tarlac (Region III); Quezon, (Region IV-A); Albay, Camarines Sur, Catanduanes, Sorsogon (Region V); Negros Occidental (Region VI); Apayao, Mt.Province, Kalinga, Benguet, Abra (CAR)","29/09/2009","4478491","585379","512"
279,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2009-0478","28/10/2009","0","PHL","NCR; Aurora, Bataan, Bulacan (Region III); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A); Occidental Mindoro, Oriental Mindoro (REgion IV-B); Albay, Camarines Norte, Damarines Sur (Region V)","28/10/2009","802175","15194","39"
280,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2009-0521","25/11/2009","0","PHL","Agusan del Norte province (Caraga); Region VII; Region X","25/11/2009","48142","12","4"
281,"Flood","--","Philippines","Tropical cyclone","Storm","2009-0606","03/08/2009","0","PHL","Panay, Negros, Mindanao Islands","01/08/2009","221422","2888","14"
282,"Flood","--","Philippines","Tropical cyclone","Storm","2010-0308","15/07/2010","0","PHL","","12/07/2010","585474","8675","146"
283,"Transport accidents","--","Philippines","Tropical cyclone","Storm","2010-0383","09/08/2010","0","PHL","Sitio Sabitan, Santo Rosario, Malolos city, Bulacan (REgion III); Navostas West, Navotas city (NCR); REgion IV-B","09/08/2010","1045","0","31"
284,"--","--","Philippines","Tropical cyclone","Storm","2010-0543","18/10/2010","0","PHL","Aringuay, Bangar (La Union, Ilocos region); Bolinao (Pangasinan); Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo NIno, Tiao (Cagayan, Cagayan Valley); Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela); Casiguran, Dilasag, Dinalungan (Auroa, Central Luzon); Bagio city, Itogon, La Trinidad, Tublay (Benguet, CAR); Pinukbuk, Tabuk (Kalinga, CAR); Tadian (Mountain province, CAR)","18/10/2010","2009026","275745","35"
285,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0157","11/05/2011","0","PHL","NCR; Bulacan, Zambales (Region III); Albay, Camarines Norte, Camarines Sur, Masbate, Sorsogon (Region V);  Cebu (Region VII); Eastern Samar, Leyte, Northern Samar, Western Samar (Region VIII)","08/05/2011","430092","31259","37"
286,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0203","10/06/2011","0","PHL","Region IV-A, IV-B, III, NCR","09/06/2011","1152","0","9"
287,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0231","25/06/2011","0","PHL","NCR; Pangasinan (REgion I - Ilocos Norte); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Rizal (Region IV-A - Calabarzon); Albay, Camarines Sur (Region V - Bicol Region)","21/06/2011","1700089","12869","20"
288,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0272","27/07/2011","0","PHL","La Pinas (NCR); Nueva Ecija (Region III); Cavite, Quezon (Region IV-A); Marinduque (Region IV-B); Albay, Catanduanes, Camarines Sur, Camarinas Norte, Sorsogon, Masbate (Region V); Iloilo (Region IV); Siquijor (Region VII); Leyte (Region VIII); Ifugao (CAR)","26/07/2011","1108224","63258","84"
289,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0279","02/08/2011","0","PHL","Mandaluyong, Marikina, Quezon, San Juan cities (NCR); Japalit (Pampanga), Paniqui (Tarlac) - Region III; Calatagan, Malvar (Batangas), Antopolo city, Rodriguez, San Mateo (Rizal) - Region IV","02/08/2011","8423","59","11"
290,"--","--","Philippines","Tropical cyclone","Storm","2011-0341","29/08/2011","0","PHL","Quezon city (NCR); Pangasinan, Ilocos Norte, Ilocos Sur (Region I); Zambales, Bulacan (Region III); Iloilo (Region IV); Benguet, Abra, Mt Province (CAR); Catanduanes (REhion IV); Zambagua del Sur (Rehion IX)","27/08/2011","403230","34452","43"
291,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2011-0378","01/10/2011","0","PHL","Ilocos Sur, La Union, Pangasinan (Region I - ILOCOS Region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Apayao, Benguet, Ifugao, Kalinga, Mountain Province (CAR Region);","01/10/2011","1113775","2655","25"
292,"--","--","Philippines","Tropical cyclone","Storm","2011-0379","24/09/2011","0","PHL","NCR; Ilocos Norte, Ilocos Sur, Pangasinan (Region I - Ilocos region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A - Calabarzon); Occidental Mindoro, Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes (Region V - Bicol); Antique, Iloilo (Region VI - Western Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain Province (Region IV) ","24/09/2011","3030846","344173","103"
293,"--","--","Philippines","Tropical cyclone","Storm","2011-0384","13/10/2011","0","PHL","Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Capiz, Iloilo, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Southern Leyte (Region VIII - Eastern Visayas); Misamis Oriental (Region X - Northern Mindanao); South Cotabato (Region XII - Soccskargen); Dinagat Isl. (Region XIII - Caraga)","13/10/2011","75638","0","11"
294,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2011-0519","18/12/2011","0","PHL","Cagayan de Oro (Mindanao); Negros Oriental, Czbu (Region VII); Zamboanga del Norte (Region IX); Misamis Oriental, Lanao del Norte, Bukidnon (Region X); Compostela Valley (Region XI); Surigao del Sur (Caraga); Lanao del Sur (ARMM)","15/12/2011","1150300","38082","1439"
295,"Flood","--","Philippines","Tropical cyclone","Storm","2011-0555","29/05/2011","0","PHL","Taguig city (NCR); Isabela (Region II - Cagayan valley); Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon (Region V - Bicol region); Zamboanga del Sur (Region IX - Zamboanga Peninsula ); Bukidnon (Region X - Northern Mindanao); Compostela valley, Davao del Norte (Region XI - Davao region); Lanao del Sur, Maguindanao (ARMM)","20/05/2011","446907","431","0"
296,"--","--","Philippines","Tropical cyclone","Storm","2011-0576","24/06/2011","0","PHL","","19/06/2011","0","0","0"
297,"Flood","--","Philippines","Tropical cyclone","Storm","2012-0260","07/08/2012","0","PHL","ICR; Locos Sur, Pangasinan (Region I - Ilocos region); Cagayan (REgion II - Cagayan Valley); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac (Region III - Central Luzon; Batangas, Cavite, Laguna, Zal Region IV-A - Calabarzon); Occidental Mindoro (Region IV-B - Mimaropa); Klan, Antique, Loilo, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Lanao del Norte, Misamis Oriental (REion X - Northern Mindanao); Cotabato (Region XII - Soccsksargen); Benguet, Ifugao, Kalinga, Mountain province (CAR);","31/07/2012","949086","9821","58"
298,"--","--","Philippines","Tropical cyclone","Storm","2012-0294","17/08/2012","0","PHL","","17/08/2012","0","3000","4"
299,"Flood","--","Philippines","Tropical cyclone","Storm","2012-0296","21/08/2012","0","PHL","La Union (Region I)","20/08/2012","5607","99","11"
300,"Flood","--","Philippines","Tropical cyclone","Storm","2012-0374","24/09/2012","0","PHL","Muntinlupa city (BRC); Zamboanga del Norte","21/09/2012","7921","0","4"
301,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2012-0406","25/10/2012","0","PHL","","25/10/2012","108040","1339","36"
302,"--","--","Philippines","Tropical cyclone","Storm","2012-0434","14/09/2012","0","PHL","NCR, Region III","13/09/2012","1234","0","1"
303,"--","--","Philippines","Tropical cyclone","Storm","2012-0463","03/10/2012","0","PHL","Zambales (Region III), Occidental Mindoro (Region IV-B)","03/10/2012","322","0","0"
304,"--","--","Philippines","Tropical cyclone","Storm","2012-0500","04/12/2012","0","PHL","Davao Oriental, Compostela Valley","04/12/2012","6246664","898352","1901"
305,"Flood","Surge","Philippines","Tropical cyclone","Storm","2012-0540","27/12/2012","0","PHL","Mimaropa (Region IV-B); Bicol (Region V); Western Visayas (Region VI); CEntral Visayas (REgion VII); Eastern Visayas (REgion VIII)","25/12/2012","241606","5526","24"
306,"Flood","--","Philippines","Tropical cyclone","Storm","2013-0036","10/01/2013","0","PHL","Palawan, Oriental Mindoro provinces (Region IV-B -Mimaropa); Zamboanga del Norte (Region IX - Zamboanga peninsula); Compostela Valley, Davao del Norte (Region XI - Dvao region)","03/01/2013","10597","0","1"
307,"--","--","Philippines","Tropical cyclone","Storm","2013-0258","30/06/2013","0","PHL","Visayas, Luzon","30/06/2013","3596","1000","7"
308,"--","--","Philippines","Tropical cyclone","Storm","2013-0272","15/08/2013","0","PHL","Ilocos Region, Cagayan Valley; Central Luzon; Aurora  province","12/08/2013","395730","32431","18"
309,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2013-0373","22/09/2013","0","PHL","Baccara, Solsona, Pagydpud, Ilocos Norte, Dagupan city, Pangasinan (Region I); Tuba, Benguet (Region CAR; Paniqui, Tarlac, Dingalan, Aurora (Region III); Santa Cruz, Laguna, Talisay, Batangas, Isla Verde (Region IV-A); Lubang, Mansalay, Oriental Mindoro, Occidental Mindoro (Region IV-B); Caramoran, Catanduanes (Region V); Jordan, Guimaras, Bago city, Negros Occidental (Region VI)","21/09/2013","72696","0","5"
310,"--","--","Philippines","Tropical cyclone","Storm","2013-0378","21/02/2013","0","PHL","Oriental Mindoro (Rehion IV-B); Region VII; Leyte (Region VII); Zamboanga del Norte (Region IX); Bukidnon, Lanao del Norte  (Region X); Compostela Valley, Davao del Norte, Davao del Sur, Davo Oriental (Region XI); Cotabato (Region XII); Agusan del Norte, ARMM, Maguindanao (Region XIII)","20/02/2013","262884","1680","6"
311,"Flood","--","Philippines","Tropical cyclone","Storm","2013-0430","14/10/2013","0","PHL","Aurora, Bulacan, Nueva Ecija, Nueva Vizcaya, Pampanga, Pangasinan, Tarlac, Zambales provinces (Central Luzon)","12/10/2013","871755","96723","20"
312,"Surge","--","Philippines","Tropical cyclone","Storm","2013-0433","08/11/2013","700000","PHL","Samar, Leyte, Cebu, Iloilo, Capiz, Aklan and Palawan provinces","08/11/2013","16106870","10000000","7354"
313,"Flood","--","Philippines","Tropical cyclone","Storm","2013-0437","31/10/2013","0","PHL","Ilocos Norte, Cagayan, Apayao (Luzon island)","31/10/2013","220443","4729","4"
314,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2014-0020","20/01/2014","0","PHL","Budidnon, Camiguin, Lanao del Norte, Misamis Oriental, Misamis Occidental (Region X, Northern Mindanao); Compostela Valley, Davao del Norte, Davao del Sur, Davao Oriental (Region XI, Davao Region);  Cotabato (Region XII, Soccsksargen); Agusan del Norte, Agusan del Sur, Dinagat Islands, Sutigao del Norte, Surigao del Sur, ARMM (Region XIII, Caraga)","19/01/2014","1148707","12591","79"
315,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2014-0055","01/02/2014","0","PHL","Antiqu, Negros Occidental (Rrgion VI, Western VIsayas); Cebu (Region VII, Central Visayas); Biliran, Leyte, Southern Leyte (Region VIII, Eastern Visayas); Agusan del Norte, Dinagat Isl., Surigao del Norte (Region XIII, Caraga)","31/01/2014","47740","3200","6"
316,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2014-0227","15/07/2014","0","PHL","Navotas city, Las pinas, Pasig, Pasay, Paranaque, Mandaluyong, Quezon city, Muntinlupa, Malabon, Marikina, Manila, Taguig, Caloolan city, Valenzuela (NCR); Regions III, IV-A, IV-B, V and VIII, Albay and Camarines Sur, Naga city.","15/07/2014","4654966","820576","111"
317,"Rain","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2014-0240","23/07/2014","0","PHL","Region II, Batanes province, Cagayan province, Region IV-A, Region IV-B, Rodriguez Rown, Rizal province.","22/07/2014","683","0","2"
318,"Slide (land, mud, sn","Transport accidents","Philippines","Tropical cyclone","Storm","2014-0330","22/09/2014","0","PHL","Papamga, Dagupan city (Pangasinan), Pangasinan 1-Lingayen, Manilla","17/09/2014","2052157","75783","22"
319,"Transport accidents","Flood","Philippines","Tropical cyclone","Storm","2014-0390","16/09/2014","0","PHL","NCR; Ilocos Norte, La Union, Pangasonan (Region I - Ilocos REgion); Cagayan, Isabela, Nueva Vizcaya (Region II - Cagayan valley); Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Negros Occidental (Region VI - Western Visayas); Rizal (Region IV-A - Calabarzon); Apayao, Benguet, Kalinga, Mountain province (CAR)","10/09/2014","431086","19183","4"
320,"Flood","--","Philippines","Tropical cyclone","Storm","2014-0474","28/11/2014","0","PHL","Palawan (region IV-B, Mimaropa); Negros Occidental (Region VI, Western Visayas); Bohol, Cebu, Negros Oriental (Region VII, Central Visayas); Southern Leyte (Region VIII, Eastern Visayas); Misamis Occidental, Misamis Oriental (Region X, Nothern Mindanao); Davao del Sur (Region XI, Davao region); Dinagat Isl., Surigao del Norte, Surigao del Sur (Region XIII, Caraga)","27/11/2014","4695","0","12"
321,"Slide (land, mud, sn","Flood","Philippines","Tropical cyclone","Storm","2014-0479","12/12/2014","0","PHL","NCR; Battan (Region III (Central Luzon); Barangas, Cavite, Laguna, Quezon, Rizal (Region IV-A, Calabarzon); Marinduque, Occidental Mindoro, Oriental MIndoro, Palawan, Romblon (Region IV-B, Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes, Masbate, Sorsogon (Region V, Bicol region); Aklan, Antique, Capiz, Guimaras, Iloilo, Negros Occidental (Region VI, Wesern Visayas); Bohol, Cebu, Negros Oriental, Soquijor (Region VII, Central Visayas); Biliran, Eastern Samar, Leyte, Northern Samar, Western Samar, Southern Leyte (Region VIII, Eastern Visayas); Agusan del NOrte, Agusan del Sur, Surigao del Sur, Surigao del nOrte, Surigao del Sur (REgion XIII, CAraga)","12/12/2014","4150400","113878","18"
322,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2014-0497","31/12/2014","0","PHL","Palawan (Region IV-Mimaropa); Antique, Capiz, Negros Occidental (Region IV-Western Visayas); Bohol, Cebu, Siquijor (Region VII - Central Visayas); Leyte, Western Samar, Southern Leyte (Region VIII - Eastern Visayas); Zamboanga del Sur (Region IX - Zamboanga Peninsula); Bukidnon, Camiguion, Lanao del Norte, Misamis Oriental (Region X - Northern Mindanao); Compostela Valley, Davao del Norte, Davao Oriental (Region - Davao Region); Agusan del NOrte, Agusan del Sur, Dinagat Islands, Surigao del Norte, Surigao del Sur (Region XIII - Caraga)","28/12/2014","578549","17688","72"
323,"Flood","Slide (land, mud, sn","Philippines","Tropical cyclone","Storm","2015-0017","19/01/2015","0","PHL","Albayn Camarines Norte, Catanduanes, Sorsogon (Region V - Bicol region); Cebu (Region VII - Central Visayas); Eastern Samar, Western Samar (Region VIII - Eastern Visayas)","19/01/2015","21687","680","2"
324,"--","--","Philippines","Tropical cyclone","Storm","2015-0105","06/04/2015","0","PHL","Isabela (Region II, Cagayan Valley); Aurora (Region III, Central Luzon)","06/04/2015","2761","0","0"
325,"--","--","Philippines","Tropical cyclone","Storm","2015-0176","11/05/2015","0","PHL","Benito Soliven, Dinapigue, Dilvilacan, Maconacon, Palanan (Isabela province); Aparri, Buguey, Calayan, Gonzaga, Santa Ana, Santa Teresita (Cagayan province)","11/05/2015","523","348","2"
326,"--","--","Philippines","Tropical cyclone","Storm","2015-0244","12/07/2015","0","PHL","","12/07/2015","0","0","5"
327,"Slide (land, mud, sn","--","Philippines","Tropical cyclone","Storm","2015-0278","05/07/2015","0","PHL","Ilocos Norte, Ilocos Sur, La Union (Region 1); Palawan (Region IV-B), Benguet, Abra, Lainga (CAR)","04/07/2015","55567","0","0"
